0.000000000000000000e+00,8.438941020104036017e-01,7.183689217866938703e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.105240834034582953e+00,9.408415870765992617e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.670148356769356468e+00,1.421721838579018904e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.739945812652400337e-01,5.737411358606885337e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.631872875814184942e+00,1.389139650933518988e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.802370253850180015e-01,8.344314924629612218e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.225552645068050950e+00,1.043257596104769203e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.571307653074903721e+00,1.337583213160889573e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.418926990936426158e+00,1.207868440062248805e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.245884644763069149e+00,1.060565308842519316e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.092470967714657792e+00,9.299711768228116071e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.070368316005735787e+00,9.111561880239332778e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.862930493411511179e+00,1.585828561578313645e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.457876353299291106e+00,1.299776512519142724e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.093751322125698477e+00,9.751391301590658367e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.033172361680982421e-01,1.812684371781902171e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.915332525764446348e-01,2.599178410841419540e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.950652474724920094e-01,5.305332172586191275e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.774091523834818274e-01,7.822582522560855844e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.620338246849912511e-01,1.444620177030609132e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.305140334727497242e+00,1.163603997541426960e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.490346906991627973e-01,8.461163374692626249e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.978930765122986379e-01,4.438989116820712399e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.511464924266212151e-01,7.588436543781839072e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.640795951689064669e-01,5.920632832066835549e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.801672351979704434e+00,1.606289450445317124e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.215835706802404159e-01,4.861186865346081021e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.475300446898506923e-01,8.831030858122818072e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.633069351591741158e+00,1.522029398242654485e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.536891659342519256e-01,3.296402004404491159e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.435949186224555918e-01,4.134328443530932984e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.343764611438988454e-01,2.184401193797379792e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.379623638709345901e+00,1.285816633922766128e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.217226582737461815e-01,2.066467072082538992e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.337360688045899249e-01,4.042443434232185218e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.662623938890450015e-01,9.005617357780847376e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.338685178859199576e-01,4.043677866777000141e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.460364930341529144e+00,1.361067950957456807e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.764290776507176917e+00,1.644328470358554339e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.248106381610163851e+00,1.217843109253627709e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.327974813577174062e-01,1.295774943391381495e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.607205607648425238e-01,4.495493080446256728e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.293004334189111537e+00,1.261652405459074089e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.018467999223188203e+00,9.937728491133517306e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.606780525995657349e-01,9.373841555559013772e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.481850773795257870e-01,4.373177769132196024e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.640144191880438418e-02,9.406396240957548560e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.990687469837248535e-01,8.772687123407511001e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.416022149824428311e+00,1.381687365054127037e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.606644617312793510e-01,6.446450992504431099e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.703081498762846424e+00,1.661786285468651148e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.342416555985984195e-01,3.414280796911733362e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.566113171056599973e-01,4.664287725760554171e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.114920252503504128e-01,3.181893167381366627e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.787316277522227326e-01,1.825744799349746927e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.101838939155146413e+00,1.125529229595758185e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.376560397215108367e+00,1.406157386811496046e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.518171548802575765e-01,7.679817376740045720e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.790336643943650552e-01,7.957834207486537137e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.360426022899372978e+00,1.389676112418050336e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.972845299567826949e-01,7.122766240346047883e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.210718519349126332e+00,1.236749795197119806e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.665620039898870086e+00,1.701432009422440883e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.680984877246876508e-01,1.034193366566510619e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.181387697485779320e-01,7.671681769628225789e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.229846432470514062e+00,1.313811599216341719e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.869650864775493027e-01,6.270388876114548760e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.291448612858804412e-01,3.516165312698187329e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.997242985359124257e-01,8.543237853534405568e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.388255490645587287e+00,1.483035701150171581e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.194806362921521092e+00,1.276379242951879212e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.393739046945231985e+00,1.488893635670465176e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.622478766973133757e-01,1.027943317432468362e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.008743929937041262e-01,1.077613790469840460e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.609903618196438346e+00,1.719816386309310774e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.242875426623788582e-02,9.225228450180145146e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.437618546175031264e+00,1.608948191773494463e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.602160935442164202e-01,6.269804136212338008e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.681760083468951006e-01,1.083559364264461644e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.946262211416838639e-01,1.113161807945664883e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.464691004654919970e+00,1.639247037899243420e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.061479104950467267e-01,1.014139005057625109e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.320738496936374462e-01,7.074018906042076615e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.159268753019953468e+00,1.297425780234667148e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.023746902587356788e-01,4.503281013101170238e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.076781455230956475e+00,1.205107975226515915e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.564445346609838028e+00,1.750889704541900294e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.020381846859721664e+00,1.194713642664816611e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.084723600856944692e-01,1.270048157415384904e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.616883449187806354e-01,1.125992381383640328e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.702225482252600397e-01,9.018147363996399379e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.341952235505836200e-01,9.767171155473535205e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.352657591214060595e+00,1.583758553771815292e+00,0.000000000000000000e+00
